Name,descriptio,timestamp,icon,osm_id,osm_id_2,osm_way_id,name_1,type,aeroway,amenity,admin_leve,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags
Bear Tavern Elementary School,,,,,961743,,Hopewell Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
Bear Tavern Elementary School,,,,,170585,,Ewing Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""U1"",""tiger:CPI""=>""N"",""tiger:FUNCSTAT""=>""S"",""tiger"
Bear Tavern Elementary School,,,,,170951,,Pennington,boundary,,,8,,administrative,,,,,,,,,,,,borough,,,,"""border_type""=>""borough"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""N"",""ti"
Hopewell Elementary ,,,,,961744,,Princeton Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
Hopewell Elementary ,,,,,961743,,Hopewell Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
Hopewell Elementary ,,,,,170949,,Hopewell,boundary,,,8,,administrative,,,,,,,,,,,,borough,,,,"""border_type""=>""borough"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""N"",""ti"
Stony Brook Elementary,,,,,961740,,Lawrence Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
Stony Brook Elementary,,,,,961743,,Hopewell Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
Stony Brook Elementary,,,,,170585,,Ewing Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""U1"",""tiger:CPI""=>""N"",""tiger:FUNCSTAT""=>""S"",""tiger"
Toll Gate Elementary ,,,,,961740,,Lawrence Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
Toll Gate Elementary ,,,,,961743,,Hopewell Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
Toll Gate Elementary ,,,,,170951,,Pennington,boundary,,,8,,administrative,,,,,,,,,,,,borough,,,,"""border_type""=>""borough"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""N"",""ti"
COLUMBUS ELEMENTARY SCHOOL,Columbus Elementary School - Old Harrison Catchment Area,,,,961739,,Hamilton Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
COLUMBUS ELEMENTARY SCHOOL,Columbus Elementary School - Old Harrison Catchment Area,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
COLUMBUS ELEMENTARY SCHOOL,Columbus Elementary School Catchment Area,,,,961740,,Lawrence Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
COLUMBUS ELEMENTARY SCHOOL,Columbus Elementary School Catchment Area,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
FRANKLIN ELEMENTARY SCHOOL,Franklin Elementary School Catchment Area,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
GRANT ELEMENTARY SCHOOL,Grant Elementary School Catchment Area,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
GREGORY ELEMENTARY SCHOOL,Gregory Elementary School Catchment Area,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
GREGORY ELEMENTARY SCHOOL,Gregory Elementary School - Old Cadwalader Catchment Area,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
JEFFERSON ELEMENTARY SCHOOL,Jefferson Elementary School - Old Stokes Catchment Area,,,,170585,,Ewing Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""U1"",""tiger:CPI""=>""N"",""tiger:FUNCSTAT""=>""S"",""tiger"
JEFFERSON ELEMENTARY SCHOOL,Jefferson Elementary School - Old Stokes Catchment Area,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
JEFFERSON ELEMENTARY SCHOOL,Jefferson Elementary School Catchment Area,,,,170585,,Ewing Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""U1"",""tiger:CPI""=>""N"",""tiger:FUNCSTAT""=>""S"",""tiger"
JEFFERSON ELEMENTARY SCHOOL,Jefferson Elementary School Catchment Area,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
HILL ELEMENTARY SCHOOL,PJ Hill Elementary School Catchment Area,,,,961739,,Hamilton Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
HILL ELEMENTARY SCHOOL,PJ Hill Elementary School Catchment Area,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
MLK ELEMENTARY SCHOOL,MLK Elementary School Catchment Area,,,,170585,,Ewing Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""U1"",""tiger:CPI""=>""N"",""tiger:FUNCSTAT""=>""S"",""tiger"
MLK ELEMENTARY SCHOOL,MLK Elementary School Catchment Area,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
GREGORY ELEMENTARY SCHOOL,Gregory Elementary School - Old Monument Catchment Area,,,,170585,,Ewing Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""U1"",""tiger:CPI""=>""N"",""tiger:FUNCSTAT""=>""S"",""tiger"
GREGORY ELEMENTARY SCHOOL,Gregory Elementary School - Old Monument Catchment Area,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
MOTT ELEMENTARY SCHOOL,Mott Elementary School Catchment Area,,,,961739,,Hamilton Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
MOTT ELEMENTARY SCHOOL,Mott Elementary School Catchment Area,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
ROBBINS ELEMENTARY SCHOOL,Robbins Elementary School Catchment Area,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
ROBESON ELEMENTARY SCHOOL,Robeson Elementary School Catchment Area,,,,961739,,Hamilton Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
ROBESON ELEMENTARY SCHOOL,Robeson Elementary School Catchment Area,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
WASHINGTON ELEMENTARY SCHOOL,Washington Elementary School Catchment Area,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
WILSON ELEMENTARY SCHOOL,Wilson Elementary School Catchment Area,,,,961740,,Lawrence Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
WILSON ELEMENTARY SCHOOL,Wilson Elementary School Catchment Area,,,,961739,,Hamilton Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
WILSON ELEMENTARY SCHOOL,Wilson Elementary School Catchment Area,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
PARKER ELEMENTARY SCHOOL,Parker Elementary School Catchment Area,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
Antheil Elementary ,,,,,961740,,Lawrence Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
Antheil Elementary ,,,,,961743,,Hopewell Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
Antheil Elementary ,,,,,170585,,Ewing Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""U1"",""tiger:CPI""=>""N"",""tiger:FUNCSTAT""=>""S"",""tiger"
Antheil Elementary ,,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
Lore Elementary,,,,,961743,,Hopewell Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
Lore Elementary,,,,,170585,,Ewing Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""U1"",""tiger:CPI""=>""N"",""tiger:FUNCSTAT""=>""S"",""tiger"
Lore Elementary,,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
Parkway Elementary,,,,,170585,,Ewing Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""U1"",""tiger:CPI""=>""N"",""tiger:FUNCSTAT""=>""S"",""tiger"
Parkway Elementary,,,,,170584,,Trenton,boundary,,,8,,administrative,,,,,,,,,,,,city,,,,"""border_type""=>""city"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""tiger:CLASSFP""=>""C5"",""tiger:CPI""=>""Y"",""tiger"
Dutch Neck Elementary,,,,,961740,,Lawrence Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
Dutch Neck Elementary,,,,,961742,,West Windsor Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
Dutch Neck Elementary,,,,,961741,,Robbinsville Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"",""old_name""=>""Washington Township"""
Dutch Neck Elementary,,,,,961738,,East Windsor Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
Maurice Hawk Elementary ,,,,,961740,,Lawrence Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
Maurice Hawk Elementary ,,,,,961742,,West Windsor Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
Maurice Hawk Elementary ,,,,,961738,,East Windsor Township,boundary,,,8,,administrative,,,,,,,,,,,,township,,,,"""border_type""=>""township"",""is_in""=>""USA, New Jersey"",""is_in:country""=>""USA"",""is_in:country_code""=>""US"",""is_in:county""=>""Mercer, NJ"",""is_in:iso_3166_2""=>""US:NJ"",""is_in:state""=>""New Jersey"",""is_in:state_code""=>""NJ"""
